score,product,author,date,comment
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Monica,",05-Apr-20,"Even though these are a bit more expensive than a bag of Oreos or Chips Ahoy, they are worth it! If we open a bag, we eat a bag. These are great for lunches or if you just want a little treat."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","melinda,",07-Aug-20,nice little snack size individual pkgs for kids or adults good to take out fishing or camping.
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Tim,",27-Jul-20,"Sometimes good things do come in small packages, with emphasis on small. Not cost effective by the pound but good for portion control."
,,,,
4,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Dale,",17-Apr-20,"They were all broken, but we could still eat them. Would not have been happy if I bought them for something ""special"", but grand kids ate them just the same. Better packaging would have worked."
,,,,
3,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Walid,",03-Aug-20,Too many calories. I want something like this with a lot less sugar.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nancy,",28-Jul-20,I like the individual packaging of cookies
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cheryl,",26-Jul-20,Hs is great variety and size for vacation or kid snacks and lunches
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Alexandria,",03-Aug-20,My kids love these and they last a while
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","idonotbelievethiscanbetru,",02-Aug-20,These cookies are everything we all know
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","JoAnn,",17-Aug-20,Great product and not out of date.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","GoGoKitty,",05-Aug-20,"Good ship, great way to portion cookies. They were fresh and unbroken. Thanks to all handlers!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","susan,",26-Jul-20,These are delicious great for the price.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Nanakin7,",27-Jul-20,"Great product, fair pricing, quick delivery!"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cadien,",02-Aug-20,Perfect treats for the kids. Will buy again.
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Cynthia,",26-Apr-20,Small packages good for calorie control and helpful way to give a snack when having a driveway social with another couple
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Beh,",31-Jul-20,"Love these 30 packs cookies! I use these snack pack cookies to give as treats when the children help with chores. I find I do not have to ask them to do simple things like bringing in the mail,, bringing deliveries from the back porch into the house I find they will do these. things without being ask to get a simple snack pack of cookies. A few snack kit-kat bars does not hurt either. cookies"
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Reneeg,",02-Mar-20,"First time ordering this variety pack and I loved the different flavors. I never had golden oreos before and they are really good. The portions are nice and I like that I can stick them in my bag for when I am on the go. I love Oreo cookies but the problem is......If I buy a regular pack of Oreo cookie, I might eat half the pack at once. The box contains 30 packs of Oreo (10 chocolate, 10 vanilla, and 10 Oreo cookies). These comes with individual packages and each package contains 2 cookies. I love these because I can bring 1 pack to work so I can control how much I eat. Good snack for the day."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","BoredMom,",17-Jul-20,"This pack has been great for socially distanced activities. The teens can grab what they want and love the individual packs. I also wanted to add that I thought I'd hate the vanilla oreos, but truth be told I think they taste better than the originals."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","crharris103,",08-Aug-20,"love this box and individually wrapped cookies. What I'm looking for is price, availability and shipping. Good jod."
,,,,
5,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs","Holly,",25-Jul-20,I use these to give one each day to my postal lady in the box. Always like to give her a treat and these are perfect.
